claim_id,doc,location,printed,kind,spec
Table S9 (arms)-03615,si,Table S9 (arms),1/1,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__sample_ID"", ""population"": ""reference"", ""stat"": ""D""}"
Table S9 (arms)-03616,si,Table S9 (arms),3/3,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__sample_ID"", ""population"": ""reference"", ""stat"": ""B""}"
Table S9 (arms)-03617,si,Table S9 (arms),15/15,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__sample_ID"", ""population"": ""reference"", ""stat"": ""F""}"
Table S9 (arms)-03618,si,Table S9 (arms),S,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__sample_ID"", ""population"": ""reference"", ""stat"": ""na_code""}"
Table S9 (arms)-03619,si,Table S9 (arms),0.032,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S9 (arms)-03620,si,Table S9 (arms),0.019,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S9 (arms)-03621,si,Table S9 (arms),1/1,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""joint"", ""stat"": ""D""}"
Table S9 (arms)-03622,si,Table S9 (arms),3/3,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""joint"", ""stat"": ""B""}"
Table S9 (arms)-03623,si,Table S9 (arms),15/15,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""joint"", ""stat"": ""F""}"
Table S9 (arms)-03624,si,Table S9 (arms),S,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S9 (arms)-03625,si,Table S9 (arms),NA,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""query"", ""stat"": ""mean""}"
Table S9 (arms)-03626,si,Table S9 (arms),–,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""query"", ""stat"": ""sd""}"
Table S9 (arms)-03627,si,Table S9 (arms),0/1,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""query"", ""stat"": ""D""}"
Table S9 (arms)-03628,si,Table S9 (arms),0/3,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""query"", ""stat"": ""B""}"
Table S9 (arms)-03629,si,Table S9 (arms),0/15,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""query"", ""stat"": ""F""}"
Table S9 (arms)-03630,si,Table S9 (arms),"C,S",summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""query"", ""stat"": ""na_code""}"
Table S9 (arms)-03631,si,Table S9 (arms),0.022,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S9 (arms)-03632,si,Table S9 (arms),0.005,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""reference"", ""stat"": ""sd""}"
Table S9 (arms)-03633,si,Table S9 (arms),1/1,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""reference"", ""stat"": ""D""}"
Table S9 (arms)-03634,si,Table S9 (arms),3/3,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""reference"", ""stat"": ""B""}"
Table S9 (arms)-03635,si,Table S9 (arms),15/15,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""reference"", ""stat"": ""F""}"
Table S9 (arms)-03636,si,Table S9 (arms),S,summary,"{""dim"": 128, ""method"": ""solar_none"", ""metric"": ""within_label_silhouette__study"", ""population"": ""reference"", ""stat"": ""na_code""}"
Table S8-03637,si,Table S8,0.441,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ARI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03638,si,Table S8,0.404,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ARI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03639,si,Table S8,+0.036,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ARI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03640,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ARI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03641,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ARI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03642,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ARI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03643,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ARI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03644,si,Table S8,0.873,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03645,si,Table S8,0.869,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03646,si,Table S8,+0.004,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03647,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03648,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03649,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03650,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03651,si,Table S8,0.836,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03652,si,Table S8,0.842,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03653,si,Table S8,-0.006,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03654,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03655,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03656,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03657,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03658,si,Table S8,0.774,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03659,si,Table S8,0.758,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03660,si,Table S8,+0.016,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03661,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03662,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03663,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03664,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03665,si,Table S8,0.777,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""PCR_batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03666,si,Table S8,0.771,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""PCR_batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03667,si,Table S8,+0.005,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""PCR_batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03668,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""PCR_batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03669,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""PCR_batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03670,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""PCR_batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03671,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""PCR_batch"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03672,si,Table S8,0.837,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03673,si,Table S8,0.838,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03674,si,Table S8,0.000,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03675,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03676,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03677,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03678,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03679,si,Table S8,1.000,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03680,si,Table S8,1.000,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03681,si,Table S8,+0.000,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03682,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03683,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03684,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03685,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03686,si,Table S8,0.527,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03687,si,Table S8,0.539,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03688,si,Table S8,-0.012,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03689,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03690,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03691,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03692,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03693,si,Table S8,NA,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03694,si,Table S8,NA,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03695,si,Table S8,NA,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03696,si,Table S8,0/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03697,si,Table S8,0/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03698,si,Table S8,0/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03699,si,Table S8,0/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03700,si,Table S8,1.740,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""iLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03701,si,Table S8,1.268,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""iLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03702,si,Table S8,+0.472,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""iLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03703,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""iLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03704,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""iLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03705,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""iLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03706,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""iLISI"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03707,si,Table S8,0.501,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03708,si,Table S8,0.501,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03709,si,Table S8,+0.000,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03710,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03711,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03712,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03713,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03714,si,Table S8,0.811,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""macro_f1"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03715,si,Table S8,0.813,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""macro_f1"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03716,si,Table S8,-0.002,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""macro_f1"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03717,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""macro_f1"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03718,si,Table S8,9/9,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""macro_f1"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03719,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""macro_f1"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03720,si,Table S8,45/45,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""macro_f1"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03721,si,Table S8,0.861,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03722,si,Table S8,0.873,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03723,si,Table S8,-0.012,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03724,si,Table S8,1/1,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03725,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03726,si,Table S8,15/15,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03727,si,Table S8,15/15,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03728,si,Table S8,0.947,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03729,si,Table S8,0.949,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03730,si,Table S8,-0.002,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03731,si,Table S8,1/1,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03732,si,Table S8,1/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03733,si,Table S8,5/15,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03734,si,Table S8,5/15,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03735,si,Table S8,0.837,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03736,si,Table S8,0.852,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03737,si,Table S8,-0.014,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03738,si,Table S8,1/1,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03739,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03740,si,Table S8,15/15,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
Table S8-03741,si,Table S8,15/15,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FR""}"
Table S8-03742,si,Table S8,0.654,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""trajectory"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""L""}"
Table S8-03743,si,Table S8,0.623,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""trajectory"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""R""}"
Table S8-03744,si,Table S8,+0.031,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""trajectory"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""delta""}"
Table S8-03745,si,Table S8,1/1,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""trajectory"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""D""}"
Table S8-03746,si,Table S8,3/3,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""trajectory"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""B""}"
Table S8-03747,si,Table S8,15/15,contrast,"{""left"": [""solar_orthogonal"", 30], ""metric"": ""trajectory"", ""population"": ""joint"", ""right"": [""solar_orthogonal"", 128], ""stat"": ""FL""}"
